GPS,Epoch Time,x,y,z
GPS01,2009-06-30,-2577842.8557639606,-15137554.0214415,-21757860.936215222
GPS01,2009-06-30,-2577842.8557639606,-15137554.0214415,21757860.936215222
GPS02,2009-08-20,-13129391.732928824,23298683.534189843,1702199.5219821078
