time	Satellite	SVclockBias	SVclockDrift	SVclockDriftRate	IODE	Crs	DeltaN	M0	Cuc	Eccentricity	Cus	sqrtA	Toe	Cic	Omega0	Cis	Io	Crc	omega	OmegaDot	IDOT	CodesL2	GPSWeek	L2Pflag	SVacc	health	TGD	IODC	TransTime	FitIntvl
2021-03-19 08:00:00	QZSS02	3.648921847343e-06	6.821210263296999e-13	0.0	61.0	725.03125	2.511533186867e-09	-1.804360334073	2.391263842583e-05	0.07465565903112	-8.54954123497e-07	6493.666824341	460800.0	-2.570450305939e-07	1.724487403205	1.851469278336e-06	0.7417573187468	241.84375	-1.566841333619	-3.560862609935e-09	-1.739358165535e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	829.0	457206.0	0.0
2021-03-19 09:00:00	QZSS02	3.652181476355e-06	7.958078640512999e-13	0.0	65.0	652.53125	2.50581866312e-09	-1.541726095012	2.234987914562e-05	0.07465239916928	-3.457069396973e-06	6493.693593979	464400.0	-1.54972076416e-06	1.72447517321	1.279637217522e-06	0.7417543753556	341.0625	-1.566988040896	-3.937306861778e-09	-3.464430021702e-11	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	833.0	460806.0	0.0
2021-03-19 10:00:00	QZSS02	3.655906766653e-06	7.958078640512999e-13	0.0	69.0	635.90625	1.706142496255e-09	-1.279247700613	2.151913940907e-05	0.07465240790043	-3.34158539772e-06	6493.692041397	468000.0	8.195638656616e-08	1.724463269446	4.656612873077e-07	0.7417631557899	332.84375	-1.566978101831	-2.804402528908e-09	2.6072514596310003e-11	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	837.0	464406.0	0.0
2021-03-19 11:00:00	QZSS02	3.658700734377e-06	7.958078640512999e-13	0.0	73.0	570.875	9.828980845076e-10	-1.016906555726	1.929141581059e-05	0.07464964780957	-9.704381227493e-07	6493.664100647	471600.0	8.344650268555e-07	1.724461039958	2.695247530937e-06	0.7417728256785	232.03125	-1.566833994159	-1.405772841796e-09	-4.682337895311e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	841.0	468006.0	0.0
2021-03-19 12:00:00	QZSS02	3.661029040813e-06	7.958078640512999e-13	0.0	77.0	445.5625	1.296125417398e-09	-0.7545893880654	1.567415893078e-05	0.07464178139344	1.067295670509e-06	6493.624500275	475200.0	-1.650303602219e-06	1.724456690703	3.021210432053e-06	0.7417717416562	153.75	-1.566660034182	-1.382557589073e-09	-9.486109420248e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	845.0	471606.0	0.0
2021-03-19 13:00:00	QZSS02	3.662891685963e-06	7.958078640512999e-13	0.0	81.0	345.28125	2.274737609095e-09	-0.4921967982008	1.263245940208e-05	0.07463300589006	1.287087798119e-06	6493.592071533	478800.0	-1.67079269886e-06	1.724438206733	4.656612873077e-07	0.7417648439974	149.0625	-1.566547054481	-2.502604243512e-09	-5.535944880039e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	849.0	475206.0	0.0
2021-03-19 14:00:00	QZSS02	3.665219992399e-06	6.821210263296999e-13	0.0	85.0	325.875	2.631538185557e-09	-0.2297124614289	1.182407140732e-05	0.07463055744302	8.884817361832e-07	6493.584062576	482400.0	-4.209578037262e-07	1.724419961219	5.960464477539e-08	0.741762457978	157.125	-1.566523476631	-3.021554431299e-09	-3.7501562090590006e-11	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	853.0	478806.0	0.0
2021-03-19 17:00:00	QZSS02	3.673136234283e-06	6.821210263296999e-13	0.0	97.0	268.46875	1.928651764659e-09	0.5577384364332	9.894371032715e-06	0.07464770344086	4.587695002556e-06	6493.633634567	493200.0	-1.430511474609e-06	1.724380990544	-6.742775440216e-07	0.7417642822369	28.96875	-1.566472533434	-2.503675716715e-09	3.728726745007e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	865.0	489936.0	0.0
2021-03-19 18:00:00	QZSS02	3.675930202007e-06	6.821210263296999e-13	0.0	101.0	273.46875	1.780788462702e-09	0.8202360462608	9.750947356224e-06	0.07464758655988	4.535540938377e-06	6493.633071899	496800.0	-6.500631570816e-07	1.724370220541	-1.581385731697e-06	0.7417661518462	28.375	-1.566474900436	-2.212592163345e-09	3.042983895351e-10	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	869.0	493206.0	0.0
2021-03-19 19:00:00	QZSS02	3.678258508444e-06	6.821210263296999e-13	0.0	105.0	309.90625	2.096515899731e-09	1.08279399707	1.050531864166e-05	0.07464508328121	5.345791578293e-06	6493.619054794	500400.0	1.247972249985e-07	1.724363382862	-9.834766387939e-07	0.7417649303096	-6.84375	-1.566539216166	-2.432244169875e-09	6.107397254753001e-11	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	873.0	496806.0	0.0
2021-03-19 20:00:00	QZSS02	3.68058681488e-06	6.821210263296999e-13	0.0	109.0	328.03125	2.455816580332e-09	1.345384551935	1.091323792934e-05	0.07464359281585	7.007271051407e-06	6493.601156235	504000.0	-1.303851604462e-08	1.72435485405	-5.718320608139e-07	0.7417632377134	-76.09375	-1.566632512304	-2.661896592963e-09	-2.285809498855e-11	2.0	2149.0	0.0	2.8	0.0	9.313225746155e-10	877.0	500406.0	0.0
