GPS,Epoch Time,x,y,z
GPS26,2009-06-30 11:59:28,-26281514.314825688,-130625.66740244195,-1364554.5374280857
GPS26,2009-06-30 12:00:00,-26179023.156951904,-1474524.786021756,-2617274.9052006584
GPS26,2009-06-30 13:59:28,11269878.260240909,18435697.359453592,14892019.019668026
GPS26,2009-06-30 16:00:00,-9587792.829648722,18667369.829429016,15410069.297151778
GPS26,2009-06-30 18:00:00,23189371.754689764,-5165715.299125517,11769436.436643137
GPS26,2009-06-30 20:00:00,-20373211.25260165,16092757.117377866,3634003.8967634584
GPS26,2009-06-30 22:00:00,24065424.077071194,-4408409.534330123,10440069.692662649
GPS27,2009-06-30,-7774083.303064509,-13824948.8414271,-20704367.028886486
GPS27,2009-06-30 02:00:00,4118937.7514570826,24412126.44149577,10202918.653343868
GPS27,2009-06-30 04:00:00,3290276.927443708,-15044384.236627331,22210801.101524573
GPS27,2009-06-30 06:00:00,3637049.7828649688,-14431179.073490871,-21419255.47416449
GPS27,2009-06-30 08:00:00,15644944.430668058,-10024019.560586134,19601665.1452743
GPS27,2009-06-30 10:00:00,-9536010.3093684,-12602091.058188912,-20665120.275176577
GPS27,2009-06-30 12:00:00,-10713052.793922618,-20440139.775266543,-12437794.928034354
GPS27,2009-06-30 14:00:00,3641299.1550857997,26058079.93937881,4281887.533633852
GPS27,2009-06-30 15:59:28,8174475.038059413,-12027446.091566166,22832436.1201413
GPS27,2009-06-30 16:00:00,7458575.858649919,-14588764.266332347,21509766.95428388
GPS27,2009-06-30 17:59:28,-14784879.694472058,9896565.499360071,-19119588.884550657
GPS27,2009-06-30 20:00:00,7704550.664662032,7104731.967362599,25020451.54491571
GPS27,2009-06-30 21:59:44,-509190.05383166205,-16106823.006096523,-20502552.307288967
GPS27,2009-06-30 22:00:00,8180050.486937245,5828267.959387911,25198838.264300387
GPS27,2009-06-30 23:59:44,9312146.789565234,19224637.230002746,16405908.417001113
GPS28,2009-06-30,-21518123.76034,-11393903.88042407,-9807414.097255472
GPS28,2009-06-30 02:00:00,-17363256.774085745,-8983478.178598482,-17424563.43282052
GPS28,2009-06-30 04:00:00,16860242.455020603,12538322.276030513,16839930.416071843
GPS28,2009-06-30 06:00:00,-11591903.083209036,-5168271.593416242,-22881078.060997613
GPS28,2009-06-30 08:00:00,7261862.620768109,-11926510.866280962,22934964.18688204
GPS28,2009-06-30 09:59:44,17851470.60068681,19439712.47815578,-3843721.8484797943
GPS28,2009-06-30 10:00:00,-11975428.347156923,-18803618.697270032,14545243.920812836
GPS28,2009-06-30 11:59:44,3686682.53588128,13066677.51897946,-22512397.653537493
GPS28,2009-06-30 14:00:00,19747984.606619503,1918434.1238982459,18224972.44452027
GPS28,2009-06-30 16:00:00,18208469.858693324,19115479.85622318,4622336.384107004
GPS28,2009-06-30 18:00:00,-7993292.455254696,14932811.013441855,-20125088.282234054
GPS28,2009-06-30 20:00:00,16222058.59671685,16789413.805515394,13377674.023967477
GPS28,2009-06-30 22:00:00,-9714016.803458374,3175344.179005087,-24099165.029924605
GPS29,2009-06-30,-22352624.334551778,12549129.341915872,-6891313.4355145665
GPS29,2009-06-30 02:00:00,6968548.116701677,18550476.875948537,-17550284.47551145
GPS29,2009-06-30 04:00:00,19407718.258412015,-14278567.892533898,11256879.898784
GPS29,2009-06-30 06:00:00,5351715.953551114,-19910326.213589083,16856739.106031094
GPS29,2009-06-30 08:00:00,-13668026.922270712,-13890859.752283107,18177930.674427927
GPS29,2009-06-30 10:00:00,23691833.694421522,-11017326.710052023,4749735.205484272
GPS29,2009-06-30 11:59:44,-8725083.88792432,-14554735.704773005,20549027.775852934
GPS29,2009-06-30 12:00:00,-21221319.819156863,12645754.899650875,-9701830.409779154
GPS29,2009-06-30 13:59:44,12011207.457126241,-18911215.702253647,14364427.17028026
GPS29,2009-06-30 16:00:00,-16344860.907911465,17985628.197623704,-10607608.147002997
GPS29,2009-06-30 18:00:00,21507611.14867646,10738831.35305619,-11103419.614804242
GPS29,2009-06-30 20:00:00,-26234950.458936244,2186526.1877784776,3844975.443085259
GPS29,2009-06-30 21:59:44,-6782121.925442948,21896091.884674907,-13290104.823438952
GPS29,2009-06-30 22:00:00,17796280.339569032,14242849.2663337,-13462618.249376364
GPS29,2009-06-30 23:59:44,4217037.641114898,-21295362.189572997,15437140.707353603
GPS30,2009-06-30,15013549.721675977,13192999.22804062,17114435.751051363
GPS30,2009-06-30 02:00:00,12571489.566984622,7612474.301387106,21775178.32508862
GPS30,2009-06-30 04:00:00,-5042.781669297733,-21541000.787917428,15276639.14981016
GPS30,2009-06-30 05:59:44,-5931138.037149288,-25910043.5831008,761252.1798598256
GPS30,2009-06-30 06:00:00,10283889.978279319,20779837.07615259,12546192.903053975
GPS30,2009-06-30 08:00:00,-12220023.267663762,-11625622.108465966,-20872025.403053172
GPS30,2009-06-30 10:00:00,2450239.52274491,16523964.720796207,-20947796.567241225
GPS30,2009-06-30 12:00:00,1204767.8235932675,-13871680.371041233,22301360.16913142
GPS30,2009-06-30 14:00:00,17477637.513281792,7376145.669577404,18198377.215197593
GPS30,2009-06-30 16:00:00,-13653539.992370268,-6384507.282058891,-22231858.321344376
GPS30,2009-06-30 18:00:00,-8103484.057483867,15559208.785655811,-20263713.774498995
GPS30,2009-06-30 20:00:00,14871980.95263562,16208777.416659212,14483425.067222618
GPS30,2009-06-30 22:00:00,-11507785.316213468,4495683.233313717,-23857856.67448341
GPS31,2009-06-30,4023616.3736828356,4470751.311180425,26034978.84421018
GPS31,2009-06-30 02:00:00,11035877.413902089,-15442857.634403965,18831253.06644293
GPS31,2009-06-30 04:00:00,-6331704.090018085,19217685.0570976,-16942556.50344073
GPS31,2009-06-30 06:00:00,-8637172.336672677,-5611793.965364739,-24320817.650965728
GPS31,2009-06-30 07:59:44,4837818.788539377,21577637.227353025,14781441.498199197
GPS31,2009-06-30 08:00:00,-8680758.058099253,-10705272.219781213,-22557324.921809677
GPS31,2009-06-30 10:00:00,-8876093.83931019,24642927.447024636,-3731359.9768035533
GPS31,2009-06-30 12:00:00,3443438.7464811783,19901723.72285111,17354869.67558483
GPS31,2009-06-30 14:00:00,10623442.35618859,-23994491.99570853,4775220.087659645
GPS31,2009-06-30 16:00:00,11843512.341378633,11459627.950375386,20992606.782927837
GPS31,2009-06-30 18:00:00,11991502.104487276,-14236053.5633529,19202754.811660267
GPS31,2009-06-30 20:00:00,-7897992.7814105265,-1803954.5639906498,-25122210.535214268
GPS31,2009-06-30 22:00:00,-4614035.058492772,25492748.59000371,5675462.243104583
GPS32,2009-06-30,18698533.441070136,12011075.74224587,-14268440.212682458
GPS32,2009-06-30 02:00:00,2998228.6864344473,-21178729.339069538,-15157398.414955504
GPS32,2009-06-30 03:59:44,15989422.503360342,-11984630.051769434,-17031304.82566518
GPS32,2009-06-30 04:00:00,17217175.730930753,20384928.224350378,1606737.0780462371
GPS32,2009-06-30 05:59:44,-20818820.447964516,-16058287.422150262,3003754.3817555476
GPS32,2009-06-30 08:00:00,18980613.58978523,13007167.645246811,-13049482.393847618
GPS32,2009-06-30 10:00:00,-2751872.9937448553,23593860.454617348,12532774.57826661
GPS32,2009-06-30 12:00:00,-6249320.437332313,20199131.463629015,16622087.758470679
GPS32,2009-06-30 14:00:00,-18247094.039189544,-18543997.93882676,4976837.280953045
GPS32,2009-06-30 16:00:00,-11471493.052841404,9795357.941389536,22247314.322878804
GPS32,2009-06-30 18:00:00,2601610.0248620734,-11961528.814873936,-23181930.841793705
GPS32,2009-06-30 20:00:00,15911788.298570244,14902373.603707133,-15015588.856936952
GPS32,2009-06-30 22:00:00,6380046.943635186,-11165958.67126784,-22842234.4431945
